ITEM,Atividade,UNIDADE_DE_MEDIDA,PORTE_MINIMO,PORTE_PEQUENO,PORTE_MEDIO,PORTE_GRANDE,PORTE_EXCEPCIONAL,POTENCIAL_POLUIDOR,ANEXO_OU_TAXA
85.9,Projetos de assentamentos e de colonização,área total em hectares (ha),até300,"de300,0001a500","de 500,0001 a 700","de700,0001a1.000",acimade1.000,MÉDIO,ANEXOXLII
86,"AGRICULTURA,SILVICULTURAECRIAÇÃODEANIMAIS",,,,,,,,
86.1,Projeto agrícola/ Produção agrícola,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLIII
86.2,Projetos de silvicultura,área útil em ha (hectare),até500,"de 500,0001 até 2.000","de 2.000,0001 até5.000","de 5.000,0001 até 10.000",acimade10.000,BAIXO,ANEXOXLIII
86.3,Criação de suínos regime de confinamento – com sistema de manejo de dejetos líquidos,área de galpão em m²,Até700,"de 700,0001 até 1.500","de 1.500,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,MÉDIO,ANEXOXLIII
86.4,Criação de bovinos confinados regime de confinamento – com sistema de manejo de dejetos líquidos,área de confinamento em ha (hectare),até3,"de3,0001até6","de6,0001até10","de10,0001até20",acimade20,MÉDIO,ANEXOXLIII
86.5,Criação de outros animais de grande porte confinados regime de confinamento – com sistema de manejo de dejetos líquidos,área de confinamento em ha (hectare),até3,"de3,0001até6","de6,0001até10","de10,0001até20",acimade20,MÉDIO,ANEXOXLIII
86.6,"Avicultura para cria, recria, engorda e/ou abate (frango, codorna,pintodeumdia,e outros)",área de galpão em m²,Até1.000,"de 1.000,0001 até 3.000","de 3.000,0001 até5.000","de 5.000,0001 até 8.000",acimade8.000,BAIXO,ANEXOXLIII
86.7,"Criação de aves, exceto galináceos",área de galpão em m²,Até1.000,"de 1.000,0001 até 3.000","de 3.000,0001 até5.000","de 5.000,0001 até 8.000",acimade8.000,BAIXO,ANEXOXLIII
86.8,Cunicultura,área de galpão em m²,Até500.00,"de 500,0001 até 1.500","de 1.500,0001 até2.500","de 2.500,0001 até 4.000",acimade4.000,BAIXO,ANEXOXLIII
87,ATIVIDADES DE IRRIGAÇÃO,,,,,,,,
87.1,Irrigação por Aspersão,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,ALTO,XLIV
87.2,Irrigação Localizada,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,MEDIO,XLIV
87.3,Irrigação Superficial,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,ALTO,XLIV
88,ATIVIDADES FLORESTAIS,,,,,,,,
88.1,Manejo Florestal Sustentável,área útil em ha (hectare),"0,0001a999999 9",-,-,-,-,BAIXO,ANEXOXLVIIe ANEXOLII
88.2,Manejo Agrossilvopastoril,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLVIIe ANEXOLII
88.3,Manejo Agroflorestal,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLVIIe ANEXOLII
89,AQUICULTURA,,,,,,,,
89.1,"Piscicultura em tanques cavado, represa, barragem ou tanques elevados",área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.2,Piscicultura em tanques cavado em APP.,área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.3,"Piscicultura em tanque rede, inclusive áreas em parques aquícolas",volume (m³),"até1000,00","de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII-Ae ANEXOII-B
89.4,Piscicultura em represa ou barragem no leito do corpo hídrico,volume (m³),"até1000,00","de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,ALTO,ANEXOII-Ae ANEXOII-B
89.5,Piscicultura tipo pesque & pague ou pesque & solte,área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.6,Ranicultura,área útil (m²),até500,"de 500,0001 até 1.000","de 1.000,0001 até2.000","de 2.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
89.7,Estação de larvicultura,área útil (m²),até500,"de 500,0001 até 1.000","de 1.000,0001 até2.000","de 2.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
90,CRIAÇÃO E COMERCIALIZAÇÃO DE ANIMAIS SILVESTRES,,,,,,,,
90.1,Jardim zoológico,Área útil em ha,Até1,"de1,0001a5","de5,0001a10","de10,0001a20",acimade20,MÉDIO,ANEXOXLV
90.2,"Comercialização de fauna silvestre nativa exótica, partes, produtos e subprodutos.","Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,MÉDIO,ANEXOXLVI
90.3,Criador de passeriformes silvestres nativos amador,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",Até100,,,,,BAIXO,ANEXOXLVII
90.4,Criador de passeriformes silvestres nativos Comercial,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLVII
90.5,Criadouro científico de fauna silvestre para fins de pesquisa.,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV
90.6,Centro de triagem da fauna silvestre,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV
90.7,Mantenedor de fauna silvestre,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV
